SurveySeason,Region,NetType,CommonName,Core_Survey,Month,SurveyCategory,N_Fish,Length_Mean,Length_SD,Length_Min,Length_Q1,Length_Q5,Length_Q25,Length_Median,Length_Q75,Length_Q95,Length_Q99,Length_Max
STN,South,Pelagic Trawl,Splittail,TRUE,6,CDFW,67,36,9,22,23,26,30,33,40,52,67,70
STN,South,Pelagic Trawl,Splittail,TRUE,7,CDFW,13,46,8,36,36,37,39,44,53,58,59,59
STN,South,Pelagic Trawl,Striped_Bass,TRUE,6,CDFW,804,20,14,8,9,11,14,17,23,36,47,315
STN,South,Pelagic Trawl,Striped_Bass,TRUE,7,CDFW,123,26,17,10,10,12,16,20,28,62,87,95
STN,South,Pelagic Trawl,Striped_Bass,TRUE,8,CDFW,25,43,22,14,15,18,25,35,57,81,83,84
STN,South,Pelagic Trawl,Threadfin_Shad,TRUE,6,CDFW,9393,18,3,7,12,14,17,19,20,22,23,40
STN,South,Pelagic Trawl,Threadfin_Shad,TRUE,7,CDFW,729,28,7,9,13,17,24,28,32,40,45,61
STN,South,Pelagic Trawl,Threadfin_Shad,TRUE,8,CDFW,97,27,10,14,14,17,20,24,29,49,53,55
STN,South,Pelagic Trawl,Tridentiger_Spp.,TRUE,6,CDFW,795,11,2,4,6,7,9,11,12,14,15,31
STN,South,Pelagic Trawl,Tridentiger_Spp.,TRUE,7,CDFW,319,12,2,5,6,9,11,13,14,16,17,18
STN,South,Pelagic Trawl,Tridentiger_Spp.,TRUE,8,CDFW,32,11,3,6,6,8,9,11,13,15,18,19
STN,South,Pelagic Trawl,White_Catfish,TRUE,6,CDFW,490,28,30,10,13,14,16,17,21,91,159,223
STN,South,Pelagic Trawl,White_Catfish,TRUE,7,CDFW,1410,29,19,10,13,14,17,22,38,54,104,235
STN,South,Pelagic Trawl,White_Catfish,TRUE,8,CDFW,397,33,20,13,15,17,23,29,34,58,128,194
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,1,Bottom Trawl,36,93,14,71,72,76,83,90,103,116,123,125
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,2,Bottom Trawl,7,97,15,81,81,81,88,94,102,119,124,125
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,3,Bottom Trawl,4,102,8,95,95,95,96,102,108,110,110,110
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,6,Bottom Trawl,2,145,3,143,143,143,144,145,146,147,147,147
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,8,Bottom Trawl,5,66,9,52,52,54,64,70,70,75,76,76
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,9,Bottom Trawl,18,77,11,60,61,63,69,77,84,94,98,99
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,10,Bottom Trawl,22,88,15,70,70,72,79,82,88,122,125,126
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,11,Bottom Trawl,28,96,12,80,81,83,89,91,104,116,126,129
Bay Study,Far West,Bottom Trawl,American_Shad,FALSE,12,Bottom Trawl,29,92,14,67,68,71,86,90,102,112,125,130
Bay Study,Far West,Bottom Trawl,Delta_Smelt,FALSE,6,Bottom Trawl,3,35,4,32,32,32,34,35,37,39,39,39
Bay Study,Far West,Bottom Trawl,Delta_Smelt,FALSE,8,Bottom Trawl,6,50,6,40,40,42,49,51,54,55,55,55
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,1,Bottom Trawl,219,72,14,51,54,58,64,67,76,101,113,127
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,2,Bottom Trawl,274,75,12,57,60,62,67,74,79,100,121,128
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,3,Bottom Trawl,103,79,12,28,61,64,72,77,84,103,114,117
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,4,Bottom Trawl,41,76,25,31,35,40,71,82,89,114,125,129
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,5,Bottom Trawl,118,49,19,30,30,34,40,42,46,94,112,119
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,6,Bottom Trawl,83,51,17,40,40,40,41,43,52,91,102,114
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,7,Bottom Trawl,168,45,8,40,40,40,41,44,46,56,94,103
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,8,Bottom Trawl,42,47,10,40,40,40,42,45,49,54,87,107
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,9,Bottom Trawl,191,51,9,40,40,41,45,49,54,64,98,107
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,10,Bottom Trawl,211,52,10,40,40,42,46,49,55,72,88,114
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,11,Bottom Trawl,198,61,12,45,45,47,52,58,65,85,105,112
Bay Study,Far West,Bottom Trawl,Longfin_Smelt,FALSE,12,Bottom Trawl,193,73,20,47,51,54,60,65,82,114,121,127
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,1,Bottom Trawl,4,97,52,45,46,50,72,87,112,158,167,169
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,2,Bottom Trawl,14,78,56,42,42,42,44,48,80,186,204,208
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,3,Bottom Trawl,21,46,39,24,25,30,33,37,40,79,185,211
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,4,Bottom Trawl,63,40,9,29,29,30,33,39,43,57,68,85
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,5,Bottom Trawl,30,40,13,26,27,31,34,39,41,55,88,100
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,6,Bottom Trawl,22,41,8,32,32,32,35,39,43,56,62,64
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,7,Bottom Trawl,7,56,7,43,43,44,52,58,61,62,62,62
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,9,Bottom Trawl,6,64,16,50,50,51,56,62,64,87,93,95
Bay Study,Far West,Bottom Trawl,Pacific_Herring,FALSE,12,Bottom Trawl,6,81,6,75,75,75,76,81,84,89,91,91
Bay Study,Far West,Bottom Trawl,Splittail,FALSE,3,Bottom Trawl,2,82,71,32,33,37,57,82,108,128,132,133
Bay Study,Far West,Bottom Trawl,Splittail,FALSE,4,Bottom Trawl,2,184,87,123,124,129,154,184,215,240,245,246
Bay Study,Far West,Bottom Trawl,Splittail,FALSE,5,Bottom Trawl,16,65,53,30,31,34,38,42,51,166,199,207
Bay Study,Far West,Bottom Trawl,Splittail,FALSE,6,Bottom Trawl,7,64,57,31,31,32,39,43,52,152,184,192
Bay Study,Far West,Bottom Trawl,Splittail,FALSE,8,Bottom Trawl,5,68,7,58,58,60,67,69,72,75,76,76
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,1,Bottom Trawl,858,131,48,65,68,82,100,116,144,228,278,428
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,2,Bottom Trawl,828,130,43,70,72,84,103,118,142,224,266,344
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,3,Bottom Trawl,510,131,53,26,69,79,94,120,143,258,300,304
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,4,Bottom Trawl,243,132,56,64,65,72,91,111,158,249,292,311
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,5,Bottom Trawl,156,159,53,86,86,93,119,141,198,271,315,315
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,6,Bottom Trawl,105,97,79,26,26,26,30,82,150,205,385,385
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,7,Bottom Trawl,78,97,69,33,33,35,49,58,166,210,241,241
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,8,Bottom Trawl,345,93,55,30,31,39,54,77,101,216,231,310
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,9,Bottom Trawl,582,104,46,50,56,62,80,99,110,200,221,519
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,10,Bottom Trawl,387,127,48,58,62,74,97,116,145,224,281,333
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,11,Bottom Trawl,618,131,41,55,82,88,104,121,141,222,268,305
Bay Study,Far West,Bottom Trawl,Striped_Bass,FALSE,12,Bottom Trawl,792,136,59,64,70,82,99,120,148,249,295,618
Bay Study,Far West,Bottom Trawl,Threadfin_Shad,FALSE,1,Bottom Trawl,7,98,14,81,81,82,85,100,106,116,119,120
Bay Study,Far West,Bottom Trawl,Threadfin_Shad,FALSE,12,Bottom Trawl,18,96,12,75,75,76,89,94,106,111,113,113
Bay Study,Far West,Bottom Trawl,Topsmelt,FALSE,12,Bottom Trawl,12,98,7,88,88,89,93,97,103,108,110,110
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,1,Other Pelagic,73,90,18,46,56,65,81,90,100,115,145,185
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,2,Other Pelagic,54,98,15,59,61,75,88,98,105,118,138,146
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,3,Other Pelagic,45,104,15,77,78,81,94,104,113,132,137,140
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,4,Other Pelagic,39,119,21,72,75,100,106,116,125,152,186,203
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,5,Other Pelagic,31,149,36,115,116,120,128,142,154,192,283,316
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,6,Other Pelagic,11,154,13,130,132,138,148,153,158,174,179,180
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,7,Other Pelagic,38,67,16,39,44,53,56,65,72,87,122,142
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,8,Other Pelagic,248,67,27,36,44,50,56,62,67,89,163,350
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,9,Other Pelagic,428,78,11,47,60,65,71,77,83,94,108,193
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,10,Other Pelagic,387,86,11,53,66,71,77,83,92,105,113,142
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,11,Other Pelagic,474,93,10,67,73,79,86,92,97,110,124,149
Bay Study,Far West,Pelagic Trawl,American_Shad,FALSE,12,Other Pelagic,413,91,11,63,67,75,82,90,98,110,119,150
Bay Study,Far West,Pelagic Trawl,Delta_Smelt,FALSE,1,Other Pelagic,8,63,6,55,55,56,57,63,66,71,71,71
Bay Study,Far West,Pelagic Trawl,Delta_Smelt,FALSE,3,Other Pelagic,5,67,4,63,63,63,64,67,69,72,73,73
Bay Study,Far West,Pelagic Trawl,Delta_Smelt,FALSE,5,Other Pelagic,2,70,1,70,70,70,70,70,71,71,71,71
Bay Study,Far West,Pelagic Trawl,Delta_Smelt,FALSE,6,Other Pelagic,3,47,23,30,30,31,34,38,56,69,72,73
Bay Study,Far West,Pelagic Trawl,Delta_Smelt,FALSE,7,Other Pelagic,21,45,6,32,33,37,42,44,48,52,57,58
Bay Study,Far West,Pelagic Trawl,Delta_Smelt,FALSE,8,Other Pelagic,16,54,13,35,36,42,48,52,56,82,84,84
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,1,Other Pelagic,264,83,21,54,55,59,65,76,101,122,132,141
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,2,Other Pelagic,214,79,16,52,55,62,68,75,84,114,127,133
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,3,Other Pelagic,248,86,16,31,62,67,75,82,93,118,122,125
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,4,Other Pelagic,234,83,19,40,41,42,76,84,92,114,122,150
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,5,Other Pelagic,339,57,23,31,40,40,42,45,80,102,117,123
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,6,Other Pelagic,86,66,24,40,40,40,43,57,92,97,100,103
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,7,Other Pelagic,41,64,23,40,40,40,45,56,85,102,109,111
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,8,Other Pelagic,89,47,10,40,40,40,41,44,47,66,97,100
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,9,Other Pelagic,43,61,13,41,41,47,55,59,66,91,97,99
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,10,Other Pelagic,30,62,11,41,43,49,54,61,67,80,89,93
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,11,Other Pelagic,60,66,12,50,51,53,58,64,70,85,107,112
Bay Study,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,12,Other Pelagic,186,74,20,48,52,55,60,67,80,114,121,128
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,1,Other Pelagic,835,55,14,40,40,40,43,48,67,81,85,100
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,2,Other Pelagic,469,53,13,40,40,40,43,47,62,78,84,103
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,3,Other Pelagic,415,52,12,40,40,41,44,48,57,76,92,114
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,4,Other Pelagic,1826,65,14,40,41,44,55,63,71,91,105,119
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,5,Other Pelagic,8801,69,14,40,43,48,60,69,78,93,104,153
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,6,Other Pelagic,21141,73,11,40,49,56,66,72,78,90,110,153
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,7,Other Pelagic,29506,77,12,40,50,62,68,74,82,100,117,183
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,8,Other Pelagic,28731,79,12,40,55,64,71,76,85,103,117,144
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,9,Other Pelagic,18358,79,12,40,48,64,72,77,83,102,115,141
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,10,Other Pelagic,12071,69,13,40,42,49,61,68,77,91,101,144
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,11,Other Pelagic,6636,64,13,40,40,43,55,63,69,92,101,117
Bay Study,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,12,Other Pelagic,3699,66,15,40,40,42,52,70,78,87,93,112
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,1,Other Pelagic,16,145,49,39,44,64,134,158,172,196,209,212
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,2,Other Pelagic,106,155,34,32,60,83,144,164,175,195,202,210
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,3,Other Pelagic,285,80,48,27,29,31,51,60,123,175,196,208
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,4,Other Pelagic,1780,48,17,30,30,31,35,41,60,75,102,192
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,5,Other Pelagic,3501,42,7,30,31,33,37,41,47,55,61,127
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,6,Other Pelagic,1280,44,7,30,35,36,40,42,49,56,64,74
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,7,Other Pelagic,465,60,6,43,44,49,56,60,64,69,73,77
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,8,Other Pelagic,392,62,5,36,45,56,60,62,65,69,76,81
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,9,Other Pelagic,259,67,6,54,55,60,64,66,70,78,90,99
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,10,Other Pelagic,71,75,6,57,62,68,72,75,78,86,87,87
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,11,Other Pelagic,51,95,40,68,69,72,76,81,89,186,218,247
Bay Study,Far West,Pelagic Trawl,Pacific_Herring,FALSE,12,Other Pelagic,131,91,27,69,71,75,79,82,88,167,188,202
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,1,Other Pelagic,11,144,30,118,118,120,128,136,143,196,221,227
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,2,Other Pelagic,5,185,61,110,111,114,130,208,229,244,247,248
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,3,Other Pelagic,31,140,32,99,100,105,120,128,148,199,201,202
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,4,Other Pelagic,11,143,42,99,99,100,123,133,142,222,234,237
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,5,Other Pelagic,28,58,51,37,37,37,43,45,47,130,256,287
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,6,Other Pelagic,11,88,45,45,45,47,55,63,138,150,153,154
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,7,Other Pelagic,26,55,20,41,41,42,47,50,56,71,128,146
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,8,Other Pelagic,8,70,10,57,57,58,60,70,74,84,86,86
Bay Study,Far West,Pelagic Trawl,Splittail,FALSE,9,Other Pelagic,2,102,32,79,79,81,90,102,113,122,124,124
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,1,Other Pelagic,807,148,65,72,74,87,104,128,165,280,415,465
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,2,Other Pelagic,825,157,76,65,68,80,103,132,198,312,407,524
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,3,Other Pelagic,1164,145,73,53,70,78,99,120,166,291,386,576
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,4,Other Pelagic,750,167,103,63,67,77,95,128,220,354,542,778
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,5,Other Pelagic,243,225,88,95,97,104,140,240,295,348,452,502
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,6,Other Pelagic,294,271,105,25,29,40,218,272,326,427,519,559
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,7,Other Pelagic,264,206,119,33,34,36,60,220,300,392,413,415
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,8,Other Pelagic,489,200,99,31,40,47,127,204,270,350,437,524
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,9,Other Pelagic,393,191,78,62,63,76,110,198,245,314,375,385
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,10,Other Pelagic,270,174,74,58,64,82,111,168,229,309,377,393
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,11,Other Pelagic,450,165,70,71,76,99,116,140,199,293,418,430
Bay Study,Far West,Pelagic Trawl,Striped_Bass,FALSE,12,Other Pelagic,546,148,63,71,74,90,109,129,153,270,409,458
Bay Study,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,13,85,24,58,58,59,67,80,100,120,137,141
Bay Study,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,10,90,7,78,78,80,85,92,96,97,98,98
Bay Study,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,3,74,22,53,53,55,62,72,84,94,96,96
Bay Study,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,16,92,16,67,67,68,78,98,104,110,113,114
Bay Study,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,75,94,11,71,72,78,87,93,100,111,124,125
Bay Study,Far West,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,116,90,13,65,65,71,82,91,98,109,120,130
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,1,Other Pelagic,5,104,23,86,86,86,87,97,111,135,140,141
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,2,Other Pelagic,5,84,10,70,70,72,81,84,86,96,98,98
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,3,Other Pelagic,2,76,2,75,75,75,76,76,77,78,78,78
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,8,Other Pelagic,11,133,37,64,65,68,123,140,157,174,177,178
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,9,Other Pelagic,40,96,32,57,57,59,71,80,134,147,153,154
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,10,Other Pelagic,37,88,29,62,62,65,72,76,90,148,167,176
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,11,Other Pelagic,68,93,21,58,65,71,79,87,101,141,149,156
Bay Study,Far West,Pelagic Trawl,Topsmelt,FALSE,12,Other Pelagic,37,92,23,62,64,69,78,90,96,129,174,184
Bay Study,West,Bottom Trawl,American_Shad,FALSE,1,Bottom Trawl,12,89,6,75,76,79,86,90,93,95,96,96
Bay Study,West,Bottom Trawl,American_Shad,FALSE,2,Bottom Trawl,4,85,14,64,65,68,84,91,92,94,94,94
Bay Study,West,Bottom Trawl,American_Shad,FALSE,7,Bottom Trawl,4,51,16,32,32,34,42,50,59,69,71,71
Bay Study,West,Bottom Trawl,American_Shad,FALSE,8,Bottom Trawl,45,58,13,29,30,39,52,57,66,80,82,83
Bay Study,West,Bottom Trawl,American_Shad,FALSE,9,Bottom Trawl,27,81,8,57,60,70,76,81,86,92,97,98
Bay Study,West,Bottom Trawl,American_Shad,FALSE,10,Bottom Trawl,64,85,13,65,66,68,75,82,95,110,114,115
Bay Study,West,Bottom Trawl,American_Shad,FALSE,11,Bottom Trawl,61,84,10,70,71,74,76,82,91,102,109,110
Bay Study,West,Bottom Trawl,American_Shad,FALSE,12,Bottom Trawl,19,88,12,67,68,72,80,84,96,111,111,111
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,1,Bottom Trawl,2,65,7,60,60,60,62,65,68,70,70,70
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,2,Bottom Trawl,2,72,2,70,70,70,71,72,72,73,73,73
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,6,Bottom Trawl,8,42,11,35,35,35,36,39,41,59,65,67
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,7,Bottom Trawl,14,41,8,24,25,30,39,41,47,52,53,53
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,8,Bottom Trawl,21,46,8,34,34,36,38,46,52,60,60,60
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,9,Bottom Trawl,9,56,11,45,45,45,52,54,56,72,79,81
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,10,Bottom Trawl,6,49,6,43,43,44,46,48,49,58,60,61
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,11,Bottom Trawl,2,62,3,60,60,60,61,62,63,64,64,64
Bay Study,West,Bottom Trawl,Delta_Smelt,FALSE,12,Bottom Trawl,4,60,4,57,57,57,58,60,62,65,66,66
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,1,Bottom Trawl,106,85,20,52,56,61,69,80,99,124,127,134
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,2,Bottom Trawl,94,80,15,51,58,63,69,76,89,106,114,121
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,3,Bottom Trawl,14,98,15,74,74,76,87,98,112,116,118,118
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,4,Bottom Trawl,3,93,22,74,74,75,81,88,103,115,117,118
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,5,Bottom Trawl,15,55,22,40,40,40,42,43,66,92,94,94
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,6,Bottom Trawl,9,50,13,40,40,40,41,46,53,71,80,82
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,7,Bottom Trawl,15,46,6,40,40,40,41,42,51,55,56,56
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,8,Bottom Trawl,26,53,15,41,41,42,44,48,54,92,101,101
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,9,Bottom Trawl,16,58,23,35,36,39,44,47,68,103,105,105
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,10,Bottom Trawl,23,63,21,42,42,43,48,59,72,105,122,126
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,11,Bottom Trawl,110,69,15,45,46,50,58,66,74,103,115,122
Bay Study,West,Bottom Trawl,Longfin_Smelt,FALSE,12,Bottom Trawl,85,74,17,49,52,55,61,69,78,109,119,126
Bay Study,West,Bottom Trawl,Pacific_Herring,FALSE,4,Bottom Trawl,2,40,11,32,32,33,36,40,43,46,47,47
Bay Study,West,Bottom Trawl,Pacific_Herring,FALSE,5,Bottom Trawl,9,34,4,31,31,31,31,34,35,41,42,42
Bay Study,West,Bottom Trawl,Pacific_Herring,FALSE,6,Bottom Trawl,9,39,6,30,30,31,35,37,45,47,48,48
Bay Study,West,Bottom Trawl,Splittail,FALSE,1,Bottom Trawl,3,170,95,115,115,115,115,115,197,263,276,279
Bay Study,West,Bottom Trawl,Splittail,FALSE,2,Bottom Trawl,16,127,18,100,100,102,120,124,130,159,170,173
Bay Study,West,Bottom Trawl,Splittail,FALSE,3,Bottom Trawl,11,133,21,105,105,106,120,130,148,164,167,168
Bay Study,West,Bottom Trawl,Splittail,FALSE,4,Bottom Trawl,18,136,41,102,102,102,118,129,132,189,267,286
Bay Study,West,Bottom Trawl,Splittail,FALSE,5,Bottom Trawl,19,103,88,30,30,30,36,45,161,264,266,266
Bay Study,West,Bottom Trawl,Splittail,FALSE,6,Bottom Trawl,17,117,111,25,26,29,33,39,190,306,308,308
Bay Study,West,Bottom Trawl,Splittail,FALSE,7,Bottom Trawl,21,98,77,44,45,47,50,65,81,251,301,313
Bay Study,West,Bottom Trawl,Splittail,FALSE,8,Bottom Trawl,17,115,62,65,66,70,76,85,103,228,246,250
Bay Study,West,Bottom Trawl,Splittail,FALSE,9,Bottom Trawl,8,134,78,95,95,97,100,106,119,254,311,325
Bay Study,West,Bottom Trawl,Splittail,FALSE,10,Bottom Trawl,2,114,23,97,97,99,105,114,122,128,130,130
Bay Study,West,Bottom Trawl,Splittail,FALSE,12,Bottom Trawl,22,129,47,85,87,95,103,114,125,223,269,281
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,1,Bottom Trawl,1257,134,54,49,63,78,97,119,150,247,315,417
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,2,Bottom Trawl,1359,125,48,64,68,74,95,111,137,227,307,381
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,3,Bottom Trawl,771,127,41,65,70,81,97,116,143,213,255,265
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,4,Bottom Trawl,624,123,39,60,67,76,97,116,137,207,258,264
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,5,Bottom Trawl,369,136,42,83,86,93,104,124,155,236,280,285
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,6,Bottom Trawl,789,82,71,25,25,26,31,37,132,226,271,399
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,7,Bottom Trawl,3918,52,34,25,26,30,38,44,52,131,217,333
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,8,Bottom Trawl,2922,62,32,25,27,31,44,57,71,104,190,289
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,9,Bottom Trawl,1932,94,44,31,38,54,72,83,98,202,276,345
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,10,Bottom Trawl,1695,104,32,50,63,73,86,97,111,178,237,285
Bay Study,West,Bottom Trawl,Striped_Bass,FALSE,11,Bottom Trawl,1413,120,41,59,65,77,95,110,126,208,275,313
