Site_Id,Date,Time,Water_Year,Latitude,Longitude,Region,Habitat,Tide,Temperature,Dissolved_Oxygen,Specific_Conductivity,Salinity,pH,Turbidity,Chlorophyll,Secchi,Fish_Net,Flowmeter_Change,K_Value,Flowmeter_Distance,Net_Mouth_Area,FishTowVolume,Adj_FishTowVolume,Start_Depth,End_Depth,American_Shad,Black_Bullhead,Black_Crappie,Bluegill_Sunfish,Brown_Bullhead,Chinook_Salmon,Common_Carp,Delta_Smelt,Goby_UNID,Golden_Shiner,Goldfish,Inland_Silverside,Jacksmelt,Largemouth_Bass,Longfin_Smelt,Minnow_UNID,Northern_Anchovy,Osmerid_UNID,Pacific_Herring,Pacific_Staghorn_Sculpin,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Sacramento_Hitch,Sacramento_Pikeminnow,Sacramento_Splittail,Sacramento_Sucker,Shimofuri_Goby,Shokihaze_Goby,Starry_Flounder,Steelhead,Striped_Bass,Threadfin_Shad,Threespine_Stickleback,Tule_Perch,Wakasagi,Warmouth,Yellowfin_Goby
TPS0103.2019,2020-07-02,13:30,2019,38.081163,-121.920687,SuisunEast,Shoal,,9.28,10.27,315,0.15,7.8,53.27,3.28,,Mamou,17832,0.026873,479.199336,6.057,2902.510378,2902.510378,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,8,,,,,
TPS0148.2019,2020-07-02,13:16,2019,38.084525,-121.952071,SuisunEast,Terminal,,9.35,9.75,347.8,0.17,7.6,67.47,3.14,13,Otter,22854,0.026873,614.155542,6.541,4017.1914,4017.1914,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
TPS0100.2019,2020-07-02,12:42,2019,38.076663,-121.945946,SuisunEast,Shoal,,9.28,10.05,183,0.09,8,67.54,3.71,,Mamou,,0.026873,,6.057,,4005.840918,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0142.2019,2020-07-02,12:34,2019,38.043161,-121.963009,SuisunEast,Terminal,,9.89,9.62,240.3,0.11,7.4,60.72,2.75,18,Otter,22106,0.026873,594.054538,6.541,3885.710733,3885.710733,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0127.2019,2020-07-02,11:43,2019,38.087648,-122.014568,SuisunWest,Distributary,,9.2,9.8,257.8,0.12,7.8,,3.33,10,Otter,11082,0.026873,297.806586,6.541,1947.952879,1947.952879,5,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,
TPS0097.2019,2020-07-02,11:25,2019,38.086139,-122.021582,SuisunWest,Distributary,,9.1,10,206,0.1,7.9,82.45,0.8,,Mamou,6726,0.026873,180.747798,6.057,1094.789412,1094.789412,6,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0136.2019,2020-07-02,10:44,2019,38.034021,-122.084451,SuisunWest,Terminal,,9.3,10.02,341.3,0.16,7.9,49.98,2.99,19,Otter,9102,0.026873,244.598046,6.541,1599.915819,1599.915819,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0094.2019,2020-07-02,10:33,2019,38.0771,-122.03276,SuisunWest,Shoal,,9.12,10.3,194,0.09,8.2,64.9,3.55,,Mamou,7899,0.026873,212.269827,6.057,1285.718342,1285.718342,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0091.2019,2020-07-02,9:35,2019,38.0965,-122.037487,SuisunWest,Shoal,,8.91,10.03,187.4,0.09,8.6,83.67,3.86,,Mamou,,0.026873,,6.057,,2861.314941,23,26,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0088.2019,2020-06-02,15:24,2019,38.205193,-121.922913,SuisunEast,Terminal,,9.79,8.06,2193,1.13,7.5,45.84,8.15,23,Otter,17443,0.026873,468.745739,6.541,3066.065879,3066.065879,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0085.2019,2020-06-02,14:32,2019,38.202426,-121.912289,SuisunEast,Terminal,,9.78,8.02,2411,1.25,7.7,41.51,8.46,24,Otter,10283,0.026873,276.335059,6.541,1807.507621,1807.507621,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0082.2019,2020-06-02,12:02,2019,38.220388,-122.030428,SuisunWest,Terminal,,9.94,8.04,1235,0.62,7.7,76.82,6.52,15,Otter,16549,0.026873,444.721277,6.541,2908.921873,2908.921873,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0079.2019,2020-06-02,10:58,2019,38.177658,-122.051406,SuisunWest,Distributary,,9.91,8.51,1488,0.77,7.7,,7.08,10,Otter,19723,0.026873,530.016179,6.541,3466.835827,3466.835827,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
TPS0076.2019,2020-06-02,9:39,2019,38.153826,-122.051143,SuisunWest,Distributary,,9.87,9.28,1359,0.68,8,77.46,5.02,15,Otter,23908,0.026873,642.479684,6.541,4202.459613,4202.459613,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
TPS0073.2019,2019-08-02,16:26,2019,38.03321,-121.801347,SuisunEast,Terminal,,10.56,9.91,266,0.13,8.1,11.75,2.48,96,Mamou,16314,0.026873,438.406122,6.057,2655.425881,2655.425881,7,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0070.2019,2019-08-02,15:26,2019,38.056103,-121.795025,SuisunEast,Shoal,,10.14,9.28,200.6,0.09,8.3,36.43,3.11,0,Mamou,17983,0.026873,483.257159,6.057,2927.088612,2927.088612,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0067.2019,2019-08-02,13:58,2019,38.087856,-122.019189,SuisunWest,Distributary,,10.55,9.42,4460,0.21,8,27.69,2.73,39,Mamou,13889,0.026873,373.239097,6.057,2260.709211,2260.709211,3,4,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,
TPS0064.2019,2019-08-02,12:41,2019,38.037576,-122.087684,SuisunWest,Terminal,,9.95,9.71,711,0.35,8,32.07,3.12,21,Mamou,10215,0.026873,274.507695,6.057,1662.693109,1662.693109,7,8,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,
TPS0061.2019,2019-08-02,11:19,2019,38.12961,-122.023429,SuisunWest,Shoal,,9.85,10.39,1470,0.74,7.7,22.72,2.66,42,Mamou,17623,0.026873,473.582879,6.057,2868.491498,2868.491498,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0058.2019,2019-08-02,9:00,2019,38.050416,-121.87023,SuisunEast,Shoal,,10.63,9.36,253.1,0.12,8.9,28.21,2.84,35,Mamou,,0.026873,,6.057,,3433.57793,7,8,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0055.2019,2019-05-02,17:18,2019,38.026194,-121.820701,SuisunEast,Shoal,,11.3,9.45,301,0.14,8,17.06,2.53,42,Otter,14044,0.026873,377.404412,6.541,2468.602259,2468.602259,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0052.2019,2019-05-02,16:25,2019,38.031863,-121.801379,SuisunEast,Terminal,,11.15,9.6,296,0.14,8.1,10.76,2.02,68,Otter,6318,0.026873,169.783614,6.541,1110.554619,1110.554619,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
TPS0049.2019,2019-05-02,15:28,2019,38.041988,-121.808592,SuisunEast,Distributary,,11.3,9.72,290,0.14,8.3,10.31,1.93,63,Otter,15679,0.026873,421.341767,6.541,2755.996498,2755.996498,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0046.2019,2019-05-02,14:03,2019,38.078795,-121.949281,SuisunEast,Shoal,,11.26,9.66,575,0.28,8.1,23.24,2.25,36,Otter,18698,0.026873,502.471354,6.541,3286.665127,3286.665127,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0043.2019,2019-05-02,13:15,2019,38.078756,-121.959877,SuisunEast,Distributary,,11.23,9.69,582,0.28,8.3,21.35,2.27,37,Otter,15564,0.026873,418.251372,6.541,2735.782224,2735.782224,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0040.2019,2019-05-02,12:14,2019,38.076247,-122.007344,SuisunWest,Distributary,,11.21,9.74,895,0.44,8.4,28.1,2.25,23,Otter,12034,0.026873,323.389682,6.541,2115.29191,2115.29191,6,8,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0037.2019,2019-05-02,11:10,2019,38.044063,-122.092225,SuisunWest,Terminal,,10.26,9.8,3876,2.07,7.9,57.25,4.54,17,Otter,13460,0.026873,361.71058,6.541,2365.948904,2365.948904,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0034.2019,2019-05-02,10:06,2019,38.095999,-122.03701,SuisunWest,Shoal,,10.76,9.74,3302,1.74,8.2,32.48,2.36,20,Otter,18351,0.026873,493.146423,6.541,3225.670753,3225.670753,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0031.2019,2021-01-01,16:49,2019,38.081741,-122.014062,SuisunWest,Distributary,,11.28,8.94,354.4,0.17,8.4,44.58,3.12,19,Otter,7,0.026873,0.188111,6.541,,3502.796063,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0028.2019,2021-01-01,15:52,2019,38.07111,-121.97445,SuisunWest,Shoal,,10.94,8.93,260,0.12,8.6,39.8,2.94,21,Otter,18054,0.026873,485.165142,6.541,3173.465194,3173.465194,47,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0025.2019,2021-01-01,14:54,2019,38.082001,-122.023985,SuisunWest,Shoal,,11.35,8.95,321,0.15,8.6,47.3,3.43,20,Otter,,0.026873,,6.541,,3502.796063,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0022.2019,2021-01-01,13:53,2019,38.04696,-122.058521,SuisunWest,Terminal,,10.62,8.85,1797,0.93,8.1,33.44,4.26,21,Otter,14072,0.026873,378.156856,6.541,2473.523995,2473.523995,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0019.2019,2020-12-01,16:39,2019,38.081237,-121.954187,SuisunEast,Terminal,,12,8.95,482,0.23,7.6,61.3,2.9,22,Otter,17957,0.026873,482.558461,6.541,3156.414893,3156.414893,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,160,1,1,,,
TPS0016.2019,2020-12-01,16:01,2019,38.076583,-121.960996,SuisunEast,Shoal,,11.3,8.85,317,0.15,7.6,63.3,2.81,20,Otter,20537,0.026873,551.890801,6.541,3609.917729,3609.917729,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0013.2019,2020-12-01,15:09,2019,38.098304,-122.009754,SuisunWest,Shoal,,11.7,9.04,705,0.35,7.7,57.5,3.4,16,Otter,19675,0.026873,528.726275,6.541,3458.398565,3458.398565,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0010.2019,2020-12-01,13:47,2019,38.079379,-122.006733,SuisunWest,Distributary,,11.4,8.67,350,0.17,7.5,71.4,2.93,19,Otter,21410,0.026873,575.35093,6.541,3763.370433,3763.370433,6,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0007.2019,2020-11-01,16:37,2019,38.041589,-121.946389,SuisunEast,Terminal,,11.08,9.42,423,0.2,7.6,40.15,2.77,25,Otter,9421,0.026873,253.170533,6.541,1655.988456,1655.988456,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0004.2019,2020-11-01,15:12,2019,38.038884,-121.798652,SuisunEast,Terminal,,11.13,8.8,248,0.12,7.6,52,2.75,22,Otter,23771,0.026873,638.798083,6.541,4178.378261,4178.378261,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
TPS0001.2019,2020-11-01,14:16,2019,38.028819,-121.777191,SuisunEast,Shoal,,10.8,8.78,327.8,0.16,7.5,36.44,2.58,27,Otter,18759,0.026873,504.110607,6.541,3297.38748,3297.38748,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0229.2018,2019-09-06,13:48,2018,38.132914,-122.278482,NapaRiverSanPabloBay,Distributary,Late Ebb,20.31,8.91,25214,15.4,8.33,7.76,2.32,50,Tenera,17624,0.026873,473.609752,4.459,2111.825884,2111.825884,6,5,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,
TPS0228.2018,2019-09-06,11:57,2018,38.029857,-122.283406,NapaRiverSanPabloBay,Shoal,Late Ebb,19.17,8.12,33337,21.1,8.31,0.32,2.35,109,Tenera,20749,0.026873,557.587877,4.459,2486.284344,2486.284344,7,7,,,,,,,,,,,,,,,1,,148,,,,,,,,,,,,,,,,,,,,,
TPS0227.2018,2019-09-06,11:12,2018,38.071175,-122.29652,NapaRiverSanPabloBay,Shoal,Early Ebb,19.48,7.82,33329,20.92,8.23,,7.64,9,Tenera,24934,0.026873,670.051382,4.459,2987.759112,2987.759112,4,5,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,1,,,,,,,,
TPS0226.2018,2019-09-06,10:07,2018,38.05126,-122.168977,NapaRiverSanPabloBay,Shoal,High Slack,19.01,8.24,20984,12.61,8.27,6.68,1.7,68,Tenera,21653,0.026873,581.881069,4.459,2594.607687,2594.607687,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0225.2018,2019-09-06,9:11,2018,38.038556,-122.112299,SuisunWest,Terminal,Late Flood,18.92,8.32,16913,9.98,8.33,19.14,2.3,32,Tenera,9174,0.026873,246.532902,4.459,1099.29021,1099.29021,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
TPS0224.2018,2019-09-06,8:25,2018,38.056212,-122.120181,SuisunWest,Shoal,Late Flood,19.04,8.21,17435,10.43,8.27,24.78,2.33,36,Tenera,21705,0.026873,583.278465,4.459,2600.838675,2600.838675,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,
TPS0223.2018,2019-08-06,11:11,2018,38.093772,-122.028324,SuisunWest,Shoal,Early Ebb,19.13,8.52,14847,8.66,8.33,26.13,2.15,30,Tenera,29104,0.026873,782.111792,4.459,3487.436481,3487.436481,4,4,,,,,,,,,,,,,,,1,,1,,1,,,,,,,5,,,,1,,,,,,,,
TPS0222.2018,2019-08-06,9:56,2018,38.087376,-122.016546,SuisunWest,Distributary,Early Ebb,18.9,8.53,12497,7.22,8.29,26.45,2.83,23,Tenera,17008,0.026873,457.055984,4.459,2038.012633,2038.012633,3,2,,,,,,,,,,,,4,,,,,,,,1,,,,,,75,,,,1,,7,,7,1,,,
TPS0221.2018,2019-08-06,9:16,2018,38.083598,-122.007593,SuisunWest,Distributary,High Slack,19.03,8.06,11612,6.64,8.27,14.34,2.27,35,Tenera,10122,0.026873,272.008506,4.459,1212.885928,1212.885928,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,8,2,,,
TPS0220.2018,2019-08-06,8:31,2018,38.079028,-122.006794,SuisunWest,Distributary,Late Flood,19.38,8.42,10657,6.06,8.32,22.2,2.24,30,Tenera,15405,0.026873,413.978565,4.459,1845.930421,1845.930421,5,6,,,,,,,1,,,,,,,,,,,,,1,,,,,,10,,,,,,1,,10,7,,,
TPS0219.2018,2019-08-06,7:33,2018,38.076795,-121.998209,SuisunWest,Shoal,Late Flood,19.96,8.42,10235,5.8,8.32,29.3,2.47,37,Tenera,23083,0.026873,620.309459,4.459,2765.959878,2765.959878,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0218.2018,2019-07-06,11:16,2018,38.049841,-121.950899,SuisunEast,Shoal,Late Ebb,20.45,8.75,10200,5.75,8.32,21.35,2.18,37,Tenera,22844,0.026873,613.886812,4.459,2737.321295,2737.321295,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,3,,,
TPS2171.2018,2019-07-06,9:41,2018,38.079669,-121.947898,SuisunEast,Distributary,Early Ebb,19.68,8.37,8881,9.47,8.32,27.07,2.2,38,Tenera,8070,0.026873,216.86511,4.459,967.0015255,967.0015255,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS2172.2018,2019-07-06,8:52,2018,38.078711,-121.946992,SuisunEast,Distributary,Early Ebb,19.68,8.37,8881,9.47,8.32,27.07,2.2,38,Tenera,21721,0.026873,583.708433,4.459,2602.755903,2602.755903,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0216.2018,2019-07-06,8:08,2018,38.070029,-121.912967,SuisunEast,Distributary,High Slack,19.05,8.51,8374,4.69,8.3,58.37,2.6,19,Tenera,19120,0.026873,513.81176,4.459,2291.086638,2291.086638,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,
TPS0215.2018,2019-07-06,7:10,2018,38.051757,-121.867711,SuisunEast,Shoal,Late Flood,20.61,8.27,5427,2.94,8.37,12.17,1.67,54,Tenera,22952,0.026873,616.789096,4.459,2750.262579,2750.262579,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0214.2018,2019-07-06,6:30,2018,38.053962,-121.86127,SuisunEast,Shoal,Late Flood,20.5,8.31,3968,2.1,8.83,11.16,1.65,47,Tenera,23147,0.026873,622.029331,4.459,2773.628787,2773.628787,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0213.2018,2018-07-06,13:02,2018,38.11738,-122.048528,SuisunWest,Shoal,Late Ebb,20.11,8.69,8035,4.48,8.36,18.81,2.22,43,Tenera,17956,0.026873,482.531588,4.459,2151.608351,2151.608351,4,5,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,,,,,,,
TPS0212.2018,2018-07-06,12:10,2018,38.09383,-122.028249,SuisunWest,Shoal,Early Ebb,19.47,8.76,7572,4.22,8.33,11.72,2.8,41,Tenera,21796,0.026873,585.723908,4.459,2611.742906,2611.742906,9,5,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,2,,,,,,
TPS0211.2018,2018-07-06,11:01,2018,38.076663,-122.008303,SuisunWest,Distributary,Early Ebb,18.54,7.05,5538,3.03,8.39,16.22,3.22,38,Tenera,14978,0.026873,402.503794,4.459,1794.764417,1794.764417,8,2,,,,,,,,,,,,6,,,,,,,,7,,,,,,11,,,,,,1,,19,80,,,
TPS0210.2018,2018-07-06,9:45,2018,38.089217,-122.020198,SuisunWest,Distributary,High Slack,18.9,8.59,7616,4.24,8.37,19.35,2.35,40,Tenera,26732,0.026873,718.369036,4.459,3203.207532,3203.207532,4,2,1,,,,,,,,,,,2,,,2,,,,,1,,,,,,47,,,,,,2,,,4,,,1
TPS0209.2018,2018-07-06,8:36,2018,38.135795,-122.018163,SuisunWest,Shoal,Late Flood,18.07,8.88,7718,4.27,8.39,53.52,2.61,19,Tenera,17988,0.026873,483.391524,4.459,2155.442806,2155.442806,6,6,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,1,,,,,,
TPS0208.2018,2018-07-06,7:30,2018,38.117585,-121.997219,SuisunWest,Shoal,Late Flood,17.88,8.82,8235,4.6,8.32,98.73,3.39,16,Tenera,18229,0.026873,489.867917,4.459,2184.321042,2184.321042,6,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,
TPS0207.2018,2018-06-06,12:13,2018,38.048614,-121.944061,SuisunEast,Shoal,Late Ebb,20.51,8.27,4620,2.44,,19.01,1.94,43,Tenera,16892,0.026873,453.938716,4.459,2024.112735,2024.112735,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
TPS0206.2018,2018-06-06,11:25,2018,38.049829,-121.951102,SuisunEast,Shoal,Early Ebb,20.56,8.55,5010,2.68,,17.59,2.13,44,Tenera,15163,0.026873,407.475299,4.459,1816.932358,1816.932358,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0205.2018,2018-06-06,10:39,2018,38.076374,-121.947532,SuisunEast,Shoal,Early Ebb,19.69,8.6,5376,2.92,,32.92,2.18,30,Tenera,18233,0.026873,489.975409,4.459,2184.800349,2184.800349,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0204.2018,2018-06-06,9:54,2018,38.080043,-121.948192,SuisunEast,Distributary,Early Ebb,18.92,8.32,4743,2.55,,44.01,2.91,21,Tenera,18767,0.026873,504.325591,4.459,2248.78781,2248.78781,9,11,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,
TPS0203.2018,2018-06-06,8:59,2018,38.063367,-121.910735,SuisunEast,Distributary,High Slack,19.04,8.51,2941,1.54,,64.53,3.78,20,Tenera,18958,0.026873,509.458334,4.459,2271.674711,2271.674711,6,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
TPS0202.2018,2018-06-06,7:48,2018,38.04115,-121.873812,SuisunEast,Distributary,Late Flood,19.09,7.79,1881,0.96,,18.76,2.57,43,Tenera,1646,0.026873,44.232958,4.459,197.2347597,197.2347597,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,69,,,
TPS0201.2018,2018-06-06,7:02,2018,38.052821,-121.862383,SuisunEast,Shoal,Late Flood,20.1,8.28,1325,0.65,,14.4,2.39,51,Tenera,18362,0.026873,493.442026,4.459,2200.257994,2200.257994,8,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0200.2018,2019-11-05,13:11,2018,38.092733,-122.025526,SuisunWest,Shoal,Early Ebb,17.67,8.9,8403,4.71,8.29,21.88,1.9,39,Tenera,21299,0.026873,572.368027,4.459,2552.189032,2552.189032,8,4,,,,,,,,,,,,,,,,,,,15,,,,,,,1,,,,,,,,,,,,
TPS0199.2018,2019-11-05,12:16,2018,38.084462,-122.016944,SuisunWest,Distributary,Early Ebb,17.22,7.88,6321,3.47,8.28,27.87,3.1,19,Tenera,10023,0.026873,269.348079,4.459,1201.023084,1201.023084,5,7,1,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,
TPS0198.2018,2019-11-05,11:12,2018,38.079331,-122.006806,SuisunWest,Distributary,High Slack,17.52,7.74,5860,3.22,8.17,21,2.6,36,Tenera,17363,0.026873,466.595899,4.459,2080.551114,2080.551114,3,6,1,,,,,,,,,,,6,,,,,,,1,7,,,,,,4,,,,,,1,,2,8,,,
TPS0197.2018,2019-11-05,9:47,2018,38.089233,-122.020342,SuisunWest,Distributary,Late Flood,17.35,8.8,8047,4.45,8.32,31.49,2.63,32,Tenera,19617,0.026873,527.167641,4.459,2350.640511,2350.640511,5,3,,,,,,,,,,,,,,,10,,,,1,1,,,,,,8,,,,,,2,1,,,,,
TPS0196.2018,2019-11-05,8:33,2018,38.112879,-122.00057,SuisunWest,Shoal,Late Flood,17.77,8.86,6100,3.32,8.42,,3.16,10,Tenera,19794,0.026873,531.924162,4.459,2371.849838,2371.849838,7,7,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,1,,1,,,,,,
TPS0195.2018,2019-11-05,7:28,2018,38.094906,-122.035207,SuisunWest,Shoal,Late Flood,17.18,8.85,9360,5.27,8.21,48.9,2.21,25,Tenera,19704,0.026873,529.505592,4.459,2361.065435,2361.065435,6,5,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,
TPS0194.2018,2019-10-05,12:18,2018,38.063197,-121.910648,SuisunEast,Distributary,Early Ebb,17.7,8.95,2787,1.45,8.34,50.26,6.57,22,Tenera,16635,0.026873,447.032355,4.459,1993.317271,1993.317271,6,5,,,,,,,,,,,,,,,126,,,,,,,,,,,1,,,,,,,,,1,,,
TPS0193.2018,2019-10-05,11:17,2018,38.079742,-121.947978,SuisunEast,Distributary,Early Ebb,17.98,8.97,3721,1.98,8.26,30.43,4.97,35,Tenera,,0.026873,,4.459,,2274.574742,8.6,6.8,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,1,,,
TPS0192.2018,2019-10-05,9:27,2018,38.037683,-121.873741,SuisunEast,Distributary,High Slack,18.72,8.15,772,0.38,8.35,17.17,2.91,52,Tenera,17530,0.026873,471.08369,4.459,2100.562174,2100.562174,3,3,2,,,,,,,,,3,,16,,,,,,,,,,1,,,,,,,,,,,,2,82,,,
TPS0191.2018,2019-10-05,8:17,2018,38.04228,-121.879998,SuisunEast,Shoal,Late Flood,18.41,8.77,1695,0.86,8.33,22.3,3.66,38,Tenera,23194,0.026873,623.292362,4.459,2779.260642,2779.260642,7,8,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,2,,,
TPS0190.2018,2019-10-05,7:32,2018,38.063132,-121.953224,SuisunEast,Shoal,Late Flood,18.1,8.89,2417,1.25,8.23,24.16,4.04,39,Tenera,17704,0.026873,475.759592,4.459,2121.412021,2121.412021,6,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
TPS1892.2018,2018-10-05,14:31,2018,38.093913,-122.030718,SuisunWest,Shoal,Early Ebb,18.12,9.44,5074,2.74,8.37,27.65,7.18,27,Mamou,28603,0.026873,768.648419,6.057,4655.703474,4655.703474,3,5,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
TPS1891.2018,2018-10-05,13:43,2018,38.092284,-122.025888,SuisunWest,Shoal,Early Ebb,18.12,9.44,5074,2.74,8.37,27.65,7.18,27,Tenera,27729,0.026873,745.161417,4.459,3322.674758,3322.674758,6,4,4,,,,,3,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,
TPS0188.2018,2018-10-05,12:35,2018,38.086211,-122.018536,SuisunWest,Distributary,Early Ebb,18.29,9.51,5586,3.03,8.29,28.37,10.38,34,Tenera,13309,0.026873,357.652757,4.459,1594.773643,1594.773643,7,4,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,3,,,
TPS0187.2018,2018-10-05,11:32,2018,38.079732,-122.006796,SuisunWest,Distributary,Late Ebb,18.23,8.87,4473,2.4,8.23,17.7,5.23,32,Tenera,15241,0.026873,409.571393,4.459,1826.278841,1826.278841,3,5,,,,,,,,,,,,,,,,,,,,4,,,,,,8,,,,,,3,5,1,1,,,
TPS0186.2018,2018-10-05,10:21,2018,38.089257,-122.020302,SuisunWest,Distributary,Late Flood,17.3,9.25,5764,3.14,8.28,27.67,7.85,30,Tenera,19035,0.026873,511.527555,4.459,2280.901368,2280.901368,4,3,,,,,,,,,,,,1,,,,,,,,2,,,,,,11,,,,,,2,,,,,,
TPS0185.2018,2018-10-05,9:22,2018,38.133625,-122.011548,SuisunWest,Shoal,Late Flood,17.37,9.23,4833,2.6,8.28,96.17,11.47,16,Tenera,18939,0.026873,508.947747,4.459,2269.398004,2269.398004,6,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
