SurveySeason,StationCode,Year,SampleDate,TowNumber,Salinity_ppt,Temperature_c,Turbidity_ntu,Secchi_cm,Volume_m3,Delta_Smelt,Longfin_Smelt
20mm,914,2013,2013-03-11T07:00:00Z,2,0.182,14.10000038,2.400000095,200,835.0593952,0,0
20mm,914,2013,2013-03-11T07:00:00Z,3,0.182,14.10000038,2.400000095,200,910.9812635,0,0
20mm,914,2013,2013-03-25T07:00:00Z,1,0.149,15.39999962,4.099999905,200,873.5275572,1,0
20mm,914,2013,2013-03-25T07:00:00Z,2,0.149,15.39999962,4.099999905,200,907.3292228,0,0
20mm,914,2013,2013-03-25T07:00:00Z,3,0.149,15.39999962,4.099999905,200,912.0362975,0,0
20mm,914,2013,2013-04-08T07:00:00Z,1,0.12,17.20000076,9.300000191,133,885.4575568,0,0
20mm,914,2013,2013-04-08T07:00:00Z,2,0.12,17.20000076,9.300000191,133,893.9384069,0,0
20mm,914,2013,2013-04-08T07:00:00Z,3,0.12,17.20000076,9.300000191,133,886.6749037,0,0
20mm,914,2013,2013-04-22T07:00:00Z,1,0.127,18.70000076,3.099999905,200,904.2858556,0,0
20mm,914,2013,2013-04-22T07:00:00Z,2,0.127,18.70000076,3.099999905,200,928.3081677,0,0
20mm,914,2013,2013-04-22T07:00:00Z,3,0.127,18.70000076,3.099999905,200,927.2125555,0,0
20mm,914,2013,2013-05-06T07:00:00Z,1,0.148,21.10000038,9.199999809,69,317.1594457,0,0
20mm,914,2013,2013-05-06T07:00:00Z,2,0.148,21.10000038,9.199999809,69,294.6791063,0,0
20mm,914,2013,2013-05-06T07:00:00Z,3,0.148,21.10000038,9.199999809,69,284.575127,0,0
20mm,914,2013,2013-05-20T07:00:00Z,1,0.151,22.10000038,4,50,897.9962299,0,0
20mm,914,2013,2013-05-20T07:00:00Z,2,0.151,22.10000038,4,50,914.5521477,0,0
20mm,914,2013,2013-05-20T07:00:00Z,3,0.151,22.10000038,4,50,937.1948001,0,0
20mm,914,2013,2013-06-03T07:00:00Z,1,0.121,23.10000038,4.5,140,895.8861619,0,0
20mm,914,2013,2013-06-03T07:00:00Z,2,0.121,23.10000038,4.5,140,906.3147671,0,0
20mm,914,2013,2013-06-03T07:00:00Z,3,0.121,23.10000038,4.5,140,915.3637123,0,0
20mm,914,2013,2013-06-17T07:00:00Z,1,0.112,23.39999962,6.400000095,114,896.5759919,0,0
20mm,914,2013,2013-06-17T07:00:00Z,2,0.112,23.39999962,6.400000095,114,886.5125908,0,0
20mm,914,2013,2013-06-17T07:00:00Z,3,0.112,23.39999962,6.400000095,114,911.2653111,0,0
20mm,914,2013,2013-07-01T07:00:00Z,1,0.11,26.70000076,6.099999905,120,1018.35126,0,0
20mm,914,2013,2013-07-01T07:00:00Z,2,0.11,26.70000076,6.099999905,120,1013.31956,0,0
20mm,914,2013,2013-07-01T07:00:00Z,3,0.11,26.70000076,6.099999905,120,1026.426328,0,0
20mm,914,2014,2014-03-18T07:00:00Z,1,0.127,15.89999962,2.200000048,195,857.0527958,0,0
20mm,914,2014,2014-03-18T07:00:00Z,2,0.127,15.89999962,2.200000048,195,895.358645,0,0
20mm,914,2014,2014-03-18T07:00:00Z,3,0.127,15.89999962,2.200000048,195,918.4070796,0,0
20mm,914,2014,2014-04-01T07:00:00Z,1,0.194,15.30000019,3.200000048,200,921.0040863,0,1
20mm,914,2014,2014-04-01T07:00:00Z,2,0.194,15.30000019,3.200000048,200,982.9670435,0,0
20mm,914,2014,2014-04-01T07:00:00Z,3,0.194,15.30000019,3.200000048,200,914.4709913,0,0
20mm,914,2014,2014-04-14T07:00:00Z,1,0.198,19.10000038,3.400000095,179,886.9589513,0,0
20mm,914,2014,2014-04-14T07:00:00Z,3,0.198,19.10000038,3.400000095,179,882.2924549,0,0
20mm,914,2014,2014-04-28T07:00:00Z,1,0.246,18.5,4,140,966.5734386,0,0
20mm,914,2014,2014-04-28T07:00:00Z,2,0.246,18.5,4,140,862.3279657,0,0
20mm,914,2014,2014-04-28T07:00:00Z,3,0.246,18.5,4,140,851.615313,0,0
20mm,914,2014,2014-05-12T07:00:00Z,1,0.186,20,NA,175,869.1045301,0,0
20mm,914,2014,2014-05-12T07:00:00Z,2,0.186,20,NA,175,876.0839857,0,0
20mm,914,2014,2014-05-12T07:00:00Z,3,0.186,20,NA,175,952.3710581,0,0
20mm,914,2014,2014-05-27T07:00:00Z,1,0.159,23.89999962,2.400000095,180,878.437523,0,0
20mm,914,2014,2014-05-27T07:00:00Z,2,0.159,23.89999962,2.400000095,180,934.4760587,0,0
20mm,914,2014,2014-05-27T07:00:00Z,3,0.159,23.89999962,2.400000095,180,930.7834397,0,0
20mm,914,2014,2014-06-09T07:00:00Z,1,0.182,25.10000038,2.099999905,200,894.9528627,0,0
20mm,914,2014,2014-06-09T07:00:00Z,2,0.182,25.10000038,2.099999905,200,855.3485102,0,0
20mm,914,2014,2014-06-09T07:00:00Z,3,0.182,25.10000038,2.099999905,200,858.2295645,0,0
20mm,914,2014,2014-06-23T07:00:00Z,1,0.232,24.5,2.299999952,200,863.3424215,0,0
20mm,914,2014,2014-06-23T07:00:00Z,2,0.232,24.5,2.299999952,200,894.7905497,0,0
20mm,914,2014,2014-06-23T07:00:00Z,3,0.232,24.5,2.299999952,200,891.9500736,0,0
20mm,914,2014,2014-07-07T07:00:00Z,1,0.224,25.39999962,5.199999809,165,439.6245438,0,0
20mm,914,2014,2014-07-07T07:00:00Z,2,0.224,25.39999962,5.199999809,165,437.717367,0,0
20mm,914,2014,2014-07-07T07:00:00Z,3,0.224,25.39999962,5.199999809,165,453.3805638,0,0
20mm,914,2015,2015-03-17T07:00:00Z,1,0.141,17.10000038,3,182,1044.03728,0,0
20mm,914,2015,2015-03-17T07:00:00Z,2,0.141,17.10000038,3,182,1009.667519,0,0
20mm,914,2015,2015-03-17T07:00:00Z,3,0.141,17.10000038,3,182,1002.728642,0,0
20mm,914,2015,2015-03-30T07:00:00Z,1,0.152,19.70000076,3.5,180,926.238678,0,0
20mm,914,2015,2015-03-30T07:00:00Z,2,0.152,19.70000076,3.5,180,1028.698709,0,0
20mm,914,2015,2015-03-30T07:00:00Z,3,0.152,19.70000076,3.5,180,918.2853449,0,0
20mm,914,2015,2015-04-15T07:00:00Z,1,0.144,16.89999962,10.30000019,68,321.3795816,0,0
20mm,914,2015,2015-04-15T07:00:00Z,2,0.144,16.89999962,10.30000019,68,297.8847864,0,0
20mm,914,2015,2015-04-15T07:00:00Z,3,0.144,16.89999962,10.30000019,68,341.3440708,0,0
20mm,914,2015,2015-04-27T07:00:00Z,1,0.211,19.60000038,4,146,939.4266027,0,0
20mm,914,2015,2015-05-11T07:00:00Z,1,0.254,21.29999924,5.300000191,152,982.0337442,1,0
20mm,914,2015,2015-05-11T07:00:00Z,2,0.254,21.29999924,5.300000191,152,954.9680648,0,0
20mm,914,2015,2015-05-11T07:00:00Z,3,0.254,21.29999924,5.300000191,152,948.110344,0,0
20mm,914,2015,2015-05-26T07:00:00Z,1,0.301,21.79999924,2.400000095,200,1020.339593,0,0
20mm,914,2015,2015-05-26T07:00:00Z,2,0.301,21.79999924,2.400000095,200,1023.991634,0,0
20mm,914,2015,2015-05-26T07:00:00Z,3,0.301,21.79999924,2.400000095,200,1053.005069,0,0
20mm,914,2015,2015-06-08T07:00:00Z,1,0.279,24.20000076,4,200,976.0687444,0,0
20mm,914,2015,2015-06-08T07:00:00Z,2,0.279,24.20000076,4,200,321.2984251,0,0
20mm,914,2015,2015-06-08T07:00:00Z,3,0.279,24.20000076,4,200,349.2162474,0,0
20mm,914,2015,2015-06-22T07:00:00Z,1,0.299,25.29999924,3.299999952,200,926.238678,0,0
20mm,914,2015,2015-06-22T07:00:00Z,2,0.299,25.29999924,3.299999952,200,926.238678,0,0
20mm,914,2015,2015-06-22T07:00:00Z,3,0.299,25.29999924,3.299999952,200,1060.187415,0,0
20mm,914,2015,2015-07-06T07:00:00Z,1,0.291,25.79999924,3.799999952,140,999.4418049,0,0
20mm,914,2015,2015-07-06T07:00:00Z,2,0.291,25.79999924,3.799999952,140,1015.307893,0,0
20mm,914,2015,2015-07-06T07:00:00Z,3,0.291,25.79999924,3.799999952,140,1053.248538,0,0
20mm,914,2016,2016-03-14T07:00:00Z,1,0.177,14.80000019,6,87,1017.66143,0,0
20mm,914,2016,2016-03-14T07:00:00Z,2,0.177,14.80000019,6,87,1014.049968,0,0
20mm,914,2016,2016-03-14T07:00:00Z,3,0.177,14.80000019,6,87,1031.214559,0,0
20mm,914,2016,2016-03-28T07:00:00Z,1,0.144,16.89999962,6.900000095,97,1009.992145,0,0
20mm,914,2016,2016-03-28T07:00:00Z,2,0.144,16.89999962,6.900000095,97,1003.743097,0,0
20mm,914,2016,2016-03-28T07:00:00Z,3,0.144,16.89999962,6.900000095,97,1014.780376,0,0
20mm,914,2016,2016-04-11T07:00:00Z,3,0.122,18.70000076,5.5,135,952.8985751,0,0
20mm,914,2016,2016-04-25T07:00:00Z,1,0.232,18.70000076,4.599999905,108,929.6472493,0,0
20mm,914,2016,2016-04-25T07:00:00Z,2,0.232,18.70000076,4.599999905,108,1002.07939,0,0
20mm,914,2016,2016-04-25T07:00:00Z,3,0.232,18.70000076,4.599999905,108,945.5944937,0,0
20mm,914,2016,2016-05-10T07:00:00Z,1,0.158,20,6,130,1018.635308,0,0
20mm,914,2016,2016-05-10T07:00:00Z,2,0.158,20,6,130,980.8163973,0,0
20mm,914,2016,2016-05-10T07:00:00Z,3,0.158,20,6,130,970.8341528,0,0
20mm,914,2016,2016-05-23T07:00:00Z,1,0.129,20.29999924,5.800000191,86,1012.548573,0,0
20mm,914,2016,2016-05-23T07:00:00Z,2,0.129,20.29999924,5.800000191,86,1020.217859,0,0
20mm,914,2016,2016-05-23T07:00:00Z,3,0.129,20.29999924,5.800000191,86,1040.872178,0,0
20mm,914,2016,2016-06-06T07:00:00Z,1,0.115,24.39999962,3.299999952,200,1001.105512,0,0
20mm,914,2016,2016-06-06T07:00:00Z,2,0.115,24.39999962,3.299999952,200,1015.794832,0,0
20mm,914,2016,2016-06-06T07:00:00Z,3,0.115,24.39999962,3.299999952,200,1034.257926,0,0
20mm,914,2016,2016-06-20T07:00:00Z,1,0.088,23.10000038,5.599999905,112,1034.136192,0,0
20mm,914,2016,2016-06-20T07:00:00Z,2,0.088,23.10000038,5.599999905,112,1061.891701,0,0
20mm,914,2016,2016-06-20T07:00:00Z,3,0.088,23.10000038,5.599999905,112,1031.701498,0,0
20mm,914,2016,2016-07-05T07:00:00Z,1,0.074,24.5,6.599999905,74,998.2650362,0,0
20mm,914,2016,2016-07-05T07:00:00Z,2,0.074,24.5,6.599999905,74,1036.367994,0,0
20mm,914,2016,2016-07-05T07:00:00Z,3,0.074,24.5,6.599999905,74,1064.366973,0,0
20mm,914,2017,2017-03-13T07:00:00Z,1,0.044,15.60000038,16.70000076,80,972.2138126,0,0
20mm,914,2017,2017-03-13T07:00:00Z,2,0.044,15.60000038,16.70000076,80,977.0832002,0,0
20mm,914,2017,2017-03-13T07:00:00Z,3,0.044,15.60000038,16.70000076,80,974.1209894,0,0
20mm,914,2017,2017-03-27T07:00:00Z,1,0.036,14.69999981,11.60000038,93,1033.649253,0,0
20mm,914,2017,2017-03-27T07:00:00Z,2,0.036,14.69999981,11.60000038,93,1011.655852,0,0
20mm,914,2017,2017-03-27T07:00:00Z,3,0.036,14.69999981,11.60000038,93,1022.814865,0,0
20mm,914,2017,2017-04-10T07:00:00Z,1,0.038,15.19999981,15.69999981,124,1021.759831,0,0
20mm,914,2017,2017-04-10T07:00:00Z,2,0.038,15.19999981,15.69999981,124,1021.597518,0,0
20mm,914,2017,2017-04-10T07:00:00Z,3,0.038,15.19999981,15.69999981,124,1027.035001,0,0
20mm,914,2017,2017-04-24T07:00:00Z,1,0.018,16.60000038,8.899999619,74,1027.440784,0,0
20mm,914,2017,2017-04-24T07:00:00Z,2,0.018,16.60000038,8.899999619,74,1010.641396,0,0
20mm,914,2017,2017-04-24T07:00:00Z,3,0.018,16.60000038,8.899999619,74,1002.201125,0,0
20mm,914,2017,2017-05-09T07:00:00Z,1,0.023,21.10000038,8.800000191,74,1006.218369,0,0
20mm,914,2017,2017-05-09T07:00:00Z,2,0.023,21.10000038,8.800000191,74,1022.977178,0,0
20mm,914,2017,2017-05-09T07:00:00Z,3,0.023,21.10000038,8.800000191,74,941.8207183,0,0
20mm,914,2017,2017-05-22T07:00:00Z,1,0.095,22,12.39999962,95,1113.95357,0,0
20mm,914,2017,2017-05-22T07:00:00Z,2,0.095,22,12.39999962,95,1125.802413,0,0
20mm,914,2017,2017-06-05T07:00:00Z,1,0.107,22.20000076,8.199999809,104,974.9731322,0,0
20mm,914,2017,2017-06-05T07:00:00Z,2,0.107,22.20000076,8.199999809,104,974.8513975,0,0
20mm,914,2017,2017-06-05T07:00:00Z,3,0.107,22.20000076,8.199999809,104,954.0347655,0,0
20mm,914,2017,2017-06-19T07:00:00Z,1,0.11,24.60000038,29.20000076,96,807.9937158,0,0
20mm,914,2017,2017-06-19T07:00:00Z,3,0.11,24.60000038,29.20000076,96,835.911538,0,0
20mm,914,2017,2017-07-05T07:00:00Z,1,0.003,23.79999924,14.89999962,66,1059.862789,0,0
20mm,914,2017,2017-07-05T07:00:00Z,2,0.003,23.79999924,14.89999962,66,1049.474762,0,0
20mm,914,2017,2017-07-05T07:00:00Z,3,0.003,23.79999924,14.89999962,66,1053.776055,0,0
20mm,914,2018,2018-03-12T07:00:00Z,1,0.225,13.69999981,3.5,200,1001.024356,0,0
20mm,914,2018,2018-03-12T07:00:00Z,2,0.225,13.69999981,3.5,200,992.5435058,0,0
20mm,914,2018,2018-03-12T07:00:00Z,3,0.225,13.69999981,3.5,200,974.3238805,0,0
20mm,914,2018,2018-03-26T07:00:00Z,2,0.242,14.19999981,6.199999809,174,920.1925217,0,0
20mm,914,2018,2018-03-26T07:00:00Z,3,0.242,14.19999981,6.199999809,174,973.5934724,0,0
20mm,914,2018,2018-04-09T07:00:00Z,1,0.127,17.60000038,9.5,107,979.3961593,0,0
20mm,914,2018,2018-04-09T07:00:00Z,2,0.127,17.60000038,9.5,107,1010.519662,0,0
20mm,914,2018,2018-04-09T07:00:00Z,3,0.127,17.60000038,9.5,107,1000.983778,0,0
20mm,914,2018,2018-04-23T07:00:00Z,1,0.117,19.39999962,6.599999905,151,961.5823163,0,0
20mm,914,2018,2018-04-23T07:00:00Z,2,0.117,19.39999962,6.599999905,151,981.2221796,0,0
20mm,914,2018,2018-04-23T07:00:00Z,3,0.117,19.39999962,6.599999905,151,983.5351387,0,0
20mm,914,2018,2018-05-08T07:00:00Z,1,0.131,20.70000076,3.200000048,180,946.1220107,0,0
20mm,914,2018,2018-05-08T07:00:00Z,2,0.131,20.70000076,3.200000048,180,952.4116363,0,0
20mm,914,2018,2018-05-08T07:00:00Z,3,0.131,20.70000076,3.200000048,180,932.0819431,0,0
20mm,914,2018,2018-05-22T07:00:00Z,1,0.118,21.89999962,3.410000086,152,1019.487451,0,0
20mm,914,2018,2018-05-22T07:00:00Z,2,0.118,21.89999962,3.410000086,152,1011.615274,0,0
20mm,914,2018,2018-05-22T07:00:00Z,3,0.118,21.89999962,3.410000086,152,991.0421113,0,0
20mm,914,2018,2018-06-04T07:00:00Z,1,0.105,23.39999962,3.700000048,176,985.0365333,0,0
20mm,914,2018,2018-06-04T07:00:00Z,2,0.105,23.39999962,3.700000048,176,933.2181335,0,0
20mm,914,2018,2018-06-04T07:00:00Z,3,0.105,23.39999962,3.700000048,176,942.7540176,0,0
20mm,914,2018,2018-06-18T07:00:00Z,1,0.089,23.79999924,4.199999809,184,918.8128619,0,0
20mm,914,2018,2018-06-18T07:00:00Z,2,0.089,23.79999924,4.199999809,184,931.6355826,0,0
20mm,914,2018,2018-06-18T07:00:00Z,3,0.089,23.79999924,4.199999809,184,941.4960925,0,0
20mm,914,2018,2018-07-02T07:00:00Z,1,0.087,24.60000038,4,172,824.6713683,0,0
20mm,914,2018,2018-07-02T07:00:00Z,2,0.087,24.60000038,4,172,817.570178,0,0
20mm,914,2018,2018-07-02T07:00:00Z,3,0.087,24.60000038,4,172,850.1544967,0,0
20mm,914,2019,2019-03-11T07:00:00Z,1,0.051,12.39999962,9.199999809,101,959.756296,0,0
20mm,914,2019,2019-03-11T07:00:00Z,2,0.051,12.39999962,9.199999809,101,936.0180314,0,0
20mm,914,2019,2019-03-11T07:00:00Z,3,0.051,12.39999962,9.199999809,101,957.0375546,0,0
20mm,914,2019,2019-03-25T07:00:00Z,1,0.085,14.19999981,4.599999905,180,1031.011668,0,0
20mm,914,2019,2019-03-25T07:00:00Z,2,0.085,14.19999981,4.599999905,180,1025.817654,0,0
20mm,914,2019,2019-03-25T07:00:00Z,3,0.085,14.19999981,4.599999905,180,1026.669797,0,0
20mm,914,2019,2019-04-08T07:00:00Z,1,0.061,17.20000076,4.099999905,200,893.6543593,0,0
20mm,914,2019,2019-04-08T07:00:00Z,2,0.061,17.20000076,4.099999905,200,965.761874,0,0
20mm,914,2019,2019-04-08T07:00:00Z,3,0.061,17.20000076,4.099999905,200,953.1826227,0,0
20mm,914,2019,2019-04-22T07:00:00Z,1,0.074,18.5,12,155,1138.746868,0,0
20mm,914,2019,2019-04-22T07:00:00Z,2,0.074,18.5,12,155,1020.055546,0,0
20mm,914,2019,2019-04-22T07:00:00Z,3,0.074,18.5,12,155,1136.393331,0,0
20mm,914,2019,2019-05-06T07:00:00Z,1,0.075,20.70000076,4.5,140,967.5473161,0,0
20mm,914,2019,2019-05-06T07:00:00Z,2,0.075,20.70000076,4.5,140,1046.55313,0,0
20mm,914,2019,2019-05-06T07:00:00Z,3,0.075,20.70000076,4.5,140,1040.263504,0,0
20mm,914,2019,2019-05-20T07:00:00Z,1,0.041,17.60000038,6.300000191,120,1037.017246,0,0
20mm,914,2019,2019-05-20T07:00:00Z,2,0.041,17.60000038,6.300000191,120,1103.768434,0,0
20mm,914,2019,2019-06-03T07:00:00Z,1,0.035,21.60000038,6.099999905,155,1033.040579,0,0
20mm,914,2019,2019-06-03T07:00:00Z,3,0.035,21.60000038,6.099999905,155,1055.318028,0,0
20mm,914,2019,2019-06-17T07:00:00Z,1,0.008,23.5,5.900000095,99,1050.773266,0,0
20mm,914,2019,2019-06-17T07:00:00Z,2,0.008,23.5,5.900000095,99,1067.613231,0,0
20mm,914,2019,2019-06-17T07:00:00Z,3,0.008,23.5,5.900000095,99,1020.988845,0,0
20mm,914,2019,2019-07-01T07:00:00Z,1,0.038,23.89999962,9.300000191,94,1069.642143,0,0
20mm,914,2019,2019-07-01T07:00:00Z,2,0.038,23.89999962,9.300000191,94,1106.324863,0,0
20mm,914,2019,2019-07-01T07:00:00Z,3,0.038,23.89999962,9.300000191,94,1083.276428,0,0
20mm,914,2020,2020-03-16T07:00:00Z,1,0.181,13.60000038,3.099999905,200,1070.656599,0,0
20mm,914,2020,2020-03-16T07:00:00Z,2,0.181,13.60000038,3.099999905,200,1163.540167,0,0
20mm,914,2020,2020-03-16T07:00:00Z,3,0.181,13.60000038,3.099999905,200,1088.876224,0,0
20mm,914,2020,2020-04-14T07:00:00Z,1,0.169,17,2,200,1060.349728,0,0
20mm,914,2020,2020-04-14T07:00:00Z,3,0.169,17,2,200,939.3454463,0,0
20mm,914,2020,2020-04-28T07:00:00Z,1,0.176,21.20000076,2.099999905,200,908.1407874,0,0
20mm,914,2020,2020-04-28T07:00:00Z,2,0.176,21.20000076,2.099999905,200,913.010175,0,0
20mm,914,2020,2020-04-28T07:00:00Z,3,0.176,21.20000076,2.099999905,200,922.0185421,0,0
20mm,914,2020,2020-05-12T07:00:00Z,1,0.143,21.29999924,2.099999905,200,954.9274866,0,0
20mm,914,2020,2020-05-12T07:00:00Z,2,0.143,21.29999924,2.099999905,200,978.6657511,0,0
20mm,914,2020,2020-05-12T07:00:00Z,3,0.143,21.29999924,2.099999905,200,942.0236095,0,0
20mm,914,2020,2020-05-26T07:00:00Z,1,0.137,23.29999924,2.400000095,108,895.723849,0,0
20mm,914,2020,2020-05-26T07:00:00Z,2,0.137,23.29999924,2.400000095,108,885.9850738,0,0
20mm,914,2020,2020-05-26T07:00:00Z,3,0.137,23.29999924,2.400000095,108,940.5627932,0,0
20mm,914,2020,2020-06-09T07:00:00Z,1,0.132,22.5,2.799999952,200,1004.108301,0,0
20mm,914,2020,2020-06-09T07:00:00Z,2,0.132,22.5,2.799999952,200,983.4134041,0,0
20mm,914,2020,2020-06-09T07:00:00Z,3,0.132,22.5,2.799999952,200,993.4362269,0,0
20mm,914,2020,2020-06-22T07:00:00Z,1,0.113,25.20000076,10,200,835.4245992,0,0
20mm,914,2020,2020-06-22T07:00:00Z,2,0.113,25.20000076,10,200,971.7268738,0,0
20mm,914,2020,2020-06-22T07:00:00Z,3,0.113,25.20000076,10,200,949.3682691,0,0
20mm,914,2020,2020-07-06T07:00:00Z,1,0.083,25,4.5,200,1052.436973,0,0
20mm,914,2020,2020-07-06T07:00:00Z,2,0.083,25,4.5,200,1041.318538,0,0
20mm,914,2020,2020-07-06T07:00:00Z,3,0.083,25,4.5,200,1036.327416,0,0
20mm,915,1995,1995-04-24T07:00:00Z,1,0.052,16.10000038,NA,48,1020.623641,0,0
20mm,915,1995,1995-04-24T07:00:00Z,2,0.052,16.10000038,NA,48,952.8174186,0,0
20mm,915,1995,1995-04-24T07:00:00Z,3,0.052,16.10000038,NA,48,1001.470716,0,0
20mm,915,1995,1995-05-22T07:00:00Z,1,0.031,18.29999924,NA,86,1073.984013,0,0
20mm,915,1995,1995-05-22T07:00:00Z,2,0.031,18.29999924,NA,86,1066.395884,0,0
20mm,915,1995,1995-05-22T07:00:00Z,3,0.031,18.29999924,NA,86,1074.227483,0,0
20mm,915,1995,1995-06-05T07:00:00Z,1,0.029,19.70000076,NA,79,929.7284058,0,0
20mm,915,1995,1995-06-05T07:00:00Z,2,0.029,19.70000076,NA,79,957.8491192,0,0
20mm,915,1995,1995-06-05T07:00:00Z,3,0.029,19.70000076,NA,79,973.0253772,0,0
20mm,915,1995,1995-06-20T07:00:00Z,1,0.054,21.89999962,NA,49,1148.039283,0,0
20mm,915,1995,1995-06-20T07:00:00Z,2,0.054,21.89999962,NA,49,1191.295676,0,0
20mm,915,1995,1995-06-20T07:00:00Z,3,0.054,21.89999962,NA,49,1284.463292,0,0
20mm,915,1995,1995-07-03T07:00:00Z,1,0.022,21.29999924,NA,61,932.4471472,0,0
20mm,915,1995,1995-07-03T07:00:00Z,2,0.022,21.29999924,NA,61,876.6115027,0,0
20mm,915,1995,1995-07-03T07:00:00Z,3,0.022,21.29999924,NA,61,704.478651,0,0
20mm,915,1995,1995-07-17T07:00:00Z,1,0.045,23.70000076,NA,54,1011.290648,0,0
20mm,915,1995,1995-07-17T07:00:00Z,2,0.045,23.70000076,NA,54,970.4283705,0,0
20mm,915,1995,1995-07-17T07:00:00Z,3,0.045,23.70000076,NA,54,939.3454463,0,0
20mm,915,1995,1995-07-31T07:00:00Z,1,0.016,23.70000076,NA,65,934.5166369,0,0
20mm,915,1995,1995-07-31T07:00:00Z,2,0.016,23.70000076,NA,65,911.8739846,0,0
20mm,915,1995,1995-07-31T07:00:00Z,3,0.016,23.70000076,NA,65,878.6404142,0,0
20mm,915,1996,1996-04-10T07:00:00Z,1,0.087,18.10000038,NA,62,930.1747663,0,0
20mm,915,1996,1996-04-10T07:00:00Z,2,0.087,18.10000038,NA,62,984.3872816,0,0
20mm,915,1996,1996-04-10T07:00:00Z,3,0.087,18.10000038,NA,62,926.5633038,1,0
20mm,915,1996,1996-04-24T07:00:00Z,1,0.153,17.89999962,NA,129,884.1184752,0,0
20mm,915,1996,1996-04-24T07:00:00Z,2,0.153,17.89999962,NA,129,879.9389175,1,0
20mm,915,1996,1996-05-09T07:00:00Z,1,0.153,20.20000076,NA,106,833.9232047,0,0
20mm,915,1996,1996-05-09T07:00:00Z,2,0.153,20.20000076,NA,106,917.067998,0,0
20mm,915,1996,1996-05-09T07:00:00Z,3,0.153,20.20000076,NA,106,890.4081009,0,0
20mm,915,1996,1996-05-21T07:00:00Z,1,0.144,19.60000038,NA,68,924.0068753,0,0
20mm,915,1996,1996-05-21T07:00:00Z,2,0.144,19.60000038,NA,68,871.8638498,0,0
20mm,915,1996,1996-05-21T07:00:00Z,3,0.144,19.60000038,NA,68,879.6548699,0,0
20mm,915,1996,1996-06-08T07:00:00Z,1,0.026,24.20000076,NA,83,836.439055,0,0
20mm,915,1996,1996-06-08T07:00:00Z,2,0.026,24.20000076,NA,83,862.2873875,0,0
20mm,915,1996,1996-06-08T07:00:00Z,3,0.026,24.20000076,NA,83,861.4758229,0,0
20mm,915,1996,1996-06-24T07:00:00Z,1,0.025,22.89999962,NA,98,889.0690193,0,0
20mm,915,1996,1996-06-24T07:00:00Z,2,0.025,22.89999962,NA,98,880.9939515,0,0
20mm,915,1996,1996-06-24T07:00:00Z,3,0.025,22.89999962,NA,98,845.9343608,0,0
20mm,915,1996,1996-07-08T07:00:00Z,1,0.032,23.39999962,NA,89,961.4605816,0,0
20mm,915,1996,1996-07-08T07:00:00Z,2,0.032,23.39999962,NA,89,988.2422134,0,0
20mm,915,1996,1996-07-08T07:00:00Z,3,0.032,23.39999962,NA,89,972.7007513,0,0
20mm,915,1996,1996-07-22T07:00:00Z,2,0.036,24.5,NA,95,963.286602,0,0
20mm,915,1996,1996-07-22T07:00:00Z,3,0.036,24.5,NA,95,947.3799358,0,0
20mm,915,1997,1997-03-31T08:00:00Z,1,0.048,16.70000076,NA,72,863.1801086,0,0
20mm,915,1997,1997-03-31T08:00:00Z,2,0.048,16.70000076,NA,72,856.2818095,0,0
20mm,915,1997,1997-03-31T08:00:00Z,3,0.048,16.70000076,NA,72,866.1423194,0,0
20mm,915,1997,1997-04-14T07:00:00Z,2,0.047,15.5,NA,64,717.3419499,4,0
20mm,915,1997,1997-04-14T07:00:00Z,3,0.047,15.5,NA,64,651.7675303,0,3
20mm,915,1997,1997-04-28T07:00:00Z,1,0.102,18.79999924,NA,65,953.6695615,0,0
20mm,915,1997,1997-04-28T07:00:00Z,2,0.102,18.79999924,NA,65,832.5435449,2,0
20mm,915,1997,1997-04-28T07:00:00Z,3,0.102,18.79999924,NA,65,900.9178625,0,0
20mm,915,1997,1997-05-12T07:00:00Z,1,0.12,21.39999962,NA,68,715.7999772,0,0
20mm,915,1997,1997-05-12T07:00:00Z,2,0.12,21.39999962,NA,68,898.0368081,0,1
20mm,915,1997,1997-05-12T07:00:00Z,3,0.12,21.39999962,NA,68,762.9113022,0,0
20mm,915,1997,1997-05-27T07:00:00Z,1,0.112,21.79999924,NA,66,729.5965754,0,0
20mm,915,1997,1997-05-27T07:00:00Z,2,0.112,21.79999924,NA,66,703.058413,0,0
20mm,915,1997,1997-05-27T07:00:00Z,3,0.112,21.79999924,NA,66,804.0982057,0,0
20mm,915,1997,1997-06-09T07:00:00Z,1,0.073,22.79999924,NA,72,834.5724564,0,0
20mm,915,1997,1997-06-09T07:00:00Z,2,0.073,22.79999924,NA,72,877.0984415,0,0
20mm,915,1997,1997-06-09T07:00:00Z,3,0.073,22.79999924,NA,72,878.7215707,0,0
20mm,915,1997,1997-06-24T07:00:00Z,1,0.063,23,NA,78,788.4755871,0,0
20mm,915,1997,1997-06-24T07:00:00Z,2,0.063,23,NA,78,781.0903493,0,0
20mm,915,1997,1997-06-24T07:00:00Z,3,0.063,23,NA,78,797.0781719,0,0
20mm,915,1997,1997-07-08T07:00:00Z,1,0.11,22.39999962,NA,88,859.8526937,0,0
20mm,915,1997,1997-07-08T07:00:00Z,3,0.11,22.39999962,NA,88,911.9957193,0,0
