SurveySeason,Review_Region,Review_Stratum,SubRegion,StationCode,Year,Station_Surveys,Station_Tows,Station_Volume,Subregion_Surveys,Subregion_Tows,Subregion_Volume,Strata_Surveys,Strata_Tows,Strata_Volume,Region_Surveys,Region_Tows,Region_Volume
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,412,2020,3,3,15.1815949978,38,38,199.95148028239998,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2002,4,4,20.9065382988,48,48,230.1326567617,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2003,4,4,22.1110479667,48,48,268.2013731551,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2004,4,4,22.3094513257,47,47,255.75831959369998,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2005,4,4,24.9835835557,48,48,280.1872363675,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2006,4,4,24.2874465526,48,48,282.923189934,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2007,3,3,18.799437118,47,47,270.0724030928,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2008,4,4,24.124123207799997,48,48,277.2640935449,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2009,4,4,20.7023841178,48,48,242.5731224532,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2010,4,4,25.755631409200003,48,48,253.0893631035,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2011,4,4,25.6817333465,48,48,268.1266124691,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2012,4,4,24.8470015332,47,47,262.53968889609996,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2013,4,4,21.3516519216,48,48,236.45999866719998,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2014,4,4,20.2135642478,47,47,250.4537613809,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2015,4,4,20.6417129457,48,48,251.8195816059,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2016,4,4,21.6193526857,47,47,242.031970103,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2017,4,4,24.567511584,48,48,265.7630246271,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2018,4,4,21.483920827600002,48,48,278.1827873594,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2019,4,4,28.9924815719,50,50,285.12575476,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,604,2020,4,4,26.7867537938,48,48,277.8400383682,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2002,4,4,20.3748748049,48,48,230.1326567617,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2003,4,4,23.0544703158,48,48,268.2013731551,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2004,4,4,23.3267717375,47,47,255.75831959369998,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2005,4,4,23.888914588,48,48,280.1872363675,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2006,4,4,28.704652930800002,48,48,282.923189934,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2007,4,4,25.205277743799996,47,47,270.0724030928,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2008,4,4,24.3883734787,48,48,277.2640935449,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2009,4,4,20.8176880989,48,48,242.5731224532,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2010,4,4,25.0626573582,48,48,253.0893631035,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2011,4,4,22.5596120827,48,48,268.1266124691,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2012,4,4,23.334535347200003,47,47,262.53968889609996,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2013,4,4,20.1937239119,48,48,236.45999866719998,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2014,4,4,24.6923044214,47,47,250.4537613809,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2015,4,4,21.447403107899998,48,48,251.8195816059,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2016,4,4,23.4386252254,47,47,242.031970103,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2017,4,4,26.9437512344,48,48,265.7630246271,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2018,4,4,24.052813014999998,48,48,278.1827873594,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2019,4,4,27.220653313699998,50,50,285.12575476,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,603,2020,4,4,27.091834900899997,48,48,277.8400383682,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2002,4,4,18.1061755259,48,48,230.1326567617,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2003,4,4,23.9593621575,48,48,268.2013731551,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2004,4,4,19.1623139862,47,47,255.75831959369998,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2005,4,4,23.9881162675,48,48,280.1872363675,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2006,4,4,21.5917487401,48,48,282.923189934,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2007,4,4,19.128096595299997,47,47,270.0724030928,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2008,4,4,21.8758393469,48,48,277.2640935449,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2009,4,4,20.3188042904,48,48,242.5731224532,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2010,4,4,17.3887604814,48,48,253.0893631035,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2011,4,4,20.451648278599997,48,48,268.1266124691,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2012,4,4,23.1145664057,47,47,262.53968889609996,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2013,4,4,18.7364656171,48,48,236.45999866719998,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2014,3,3,15.774792287099999,47,47,250.4537613809,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2015,4,4,21.646094008,48,48,251.8195816059,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2016,3,3,16.2124298413,47,47,242.031970103,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2017,4,4,21.1955171043,48,48,265.7630246271,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2018,4,4,19.6948401034,48,48,278.1827873594,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2019,4,4,20.8740461545,50,50,285.12575476,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,413,2020,4,4,19.5867246498,48,48,277.8400383682,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2002,4,4,18.9478083256,48,48,230.1326567617,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2003,4,4,21.3280735514,48,48,268.2013731551,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2004,4,4,25.0724337556,47,47,255.75831959369998,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2005,4,4,27.720974827699997,48,48,280.1872363675,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2006,4,4,30.8054282074,48,48,282.923189934,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2007,4,4,24.304986559699998,47,47,270.0724030928,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2008,4,4,24.2072225857,48,48,277.2640935449,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2009,4,4,20.0505284441,48,48,242.5731224532,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2010,4,4,25.2990161424,48,48,253.0893631035,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2011,4,4,24.3823351156,48,48,268.1266124691,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2012,4,4,22.7122964068,47,47,262.53968889609996,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2013,4,4,25.3148309029,48,48,236.45999866719998,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2014,4,4,25.6276756197,47,47,250.4537613809,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2015,4,4,22.7928079148,48,48,251.8195816059,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2016,4,4,21.7424202765,47,47,242.031970103,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2017,4,4,24.1373500984,48,48,265.7630246271,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2018,4,4,24.183931756599996,48,48,278.1827873594,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2019,4,4,26.4256021722,50,50,285.12575476,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2020,4,4,29.9422298252,48,48,277.8400383682,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2002,4,4,20.623597856399996,48,48,230.1326567617,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2003,4,4,21.789001934699996,48,48,268.2013731551,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2004,4,4,23.8434830942,47,47,255.75831959369998,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2005,4,4,24.2842836005,48,48,280.1872363675,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2006,4,4,26.9719302622,48,48,282.923189934,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2007,4,4,24.8993340134,47,47,270.0724030928,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2008,4,4,23.5792328233,48,48,277.2640935449,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2009,4,4,18.4003300712,48,48,242.5731224532,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2010,4,4,25.6647684216,48,48,253.0893631035,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2011,4,4,24.1281487832,48,48,268.1266124691,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2012,4,4,25.970999693099998,47,47,262.53968889609996,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2013,4,4,21.1506606927,48,48,236.45999866719998,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2014,4,4,23.0610837611,47,47,250.4537613809,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2015,4,4,22.5535737196,48,48,251.8195816059,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2016,4,4,20.279986241899998,47,47,242.031970103,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2017,4,4,22.0219102257,48,48,265.7630246271,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2018,4,4,24.676777201999997,48,48,278.1827873594,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2019,4,4,27.627236429099998,50,50,285.12575476,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,601,2020,4,4,23.0035755411,48,48,277.8400383682,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2002,4,4,18.8796610849,48,48,230.1326567617,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2003,4,4,19.470558045399997,48,48,268.2013731551,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2004,3,3,15.340317684999999,47,47,255.75831959369998,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2005,4,4,20.6336617949,48,48,280.1872363675,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2006,4,4,19.558833163099997,48,48,282.923189934,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2007,4,4,22.5440848633,47,47,270.0724030928,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2008,4,4,26.4051867541,48,48,277.2640935449,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2009,4,4,18.854069926999998,48,48,242.5731224532,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2010,4,4,19.0254444226,48,48,253.0893631035,110,110,578.9470399251,121,121,636.9291276579
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2011,4,4,20.2661842691,48,48,268.1266124691,112,112,614.7286544090999,124,124,680.1948618927
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2012,4,4,20.8490300788,47,47,262.53968889609996,111,111,590.5510485566999,123,123,651.3211347951
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2013,4,4,18.9535591476,48,48,236.45999866719998,112,112,542.8425167858,124,124,597.7344003169
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2014,4,4,19.2773304262,47,47,250.4537613809,111,111,570.6356644296,123,123,632.4012179562
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2015,4,4,21.661046145199997,48,48,251.8195816059,112,112,559.9667394552,124,124,621.2742400095
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2016,4,4,21.8456475314,47,47,242.031970103,110,110,551.7790066327,122,122,608.0976691019999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2017,4,4,21.7941776745,48,48,265.7630246271,112,112,602.1386673456,124,124,665.893430202
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2018,4,4,20.4119676068,48,48,278.1827873594,112,112,615.4193281313,124,124,684.0338231188
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2019,5,5,31.1582411371,50,50,285.12575476,114,114,617.3196872612,126,126,681.7277434968
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501.1,2020,4,4,19.1692149726,48,48,277.8400383682,110,110,605.2291590884,122,122,675.2088992187
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2002,4,4,18.453525174699998,48,48,230.1326567617,112,112,520.4574421508,124,124,576.2542175236
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2003,4,4,22.118236494199998,48,48,268.2013731551,111,111,628.4742691535,123,123,703.3088532162
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2004,4,4,19.8423486877,47,47,255.75831959369998,109,109,575.2990059894,121,121,635.1414846392
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2005,4,4,21.4781700056,48,48,280.1872363675,112,112,620.7765063654,124,124,686.4083375225999
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2006,4,4,23.9622375685,48,48,282.923189934,112,112,621.0387438486,124,124,684.1353251271
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2007,4,4,23.999905452599997,47,47,270.0724030928,111,111,637.0087765426,123,123,700.7799292417
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2008,4,4,21.862037374099998,48,48,277.2640935449,112,112,621.8858399292,124,124,689.9821858545
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2009,4,4,21.896254765,48,48,242.5731224532,112,112,579.9959898579,124,124,641.3584107623
FMWT,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,515,2010,4,4,18.0006479422,48,48,253.0893631035,110,110,578.9470399251,121,121,636.9291276579
